Circuit,Position,Hellinger,Jensen-Shannon,Mode
qaoa_indep_3_mqt.py,52,0.1068670233362451,0.10662991355881919,Dynamic T1
pe_3_mqt.py,53,0.1298501034154898,0.12781893993244847,Dynamic T1
qwalk-v-chain_5_mqt.py,54,0.09176557173991544,0.09158778553937519,Dynamic T1
vqe_indep_3_mqt.py,55,0.08109313937090668,0.08072900331682566,Dynamic T1
vqe_indep_4_mqt.py,56,0.11769281202260164,0.11543614944351517,Dynamic T1
qaoa_indep_5_mqt.py,57,0.10102995150965484,0.1006789771927169,Dynamic T1
bv_2_vq.py,58,0.05718445339831755,0.05634609525858894,Dynamic T1
qaoa_indep_4_mqt.py,59,0.17351856188639586,0.17200145249219434,Dynamic T1
vqe_indep_5_mqt.py,60,0.1032772879129215,0.10167656931167336,Dynamic T1
qaoa_indep_4_mqt.py,61,0.13741215295836925,0.13669579829579767,Dynamic T1
adder_n10_vq.py,62,0.25571134187225064,0.2378691498696984,Dynamic T1
vqe_indep_3_mqt.py,63,0.10154608878338676,0.10075594367222507,Dynamic T1
vqe_indep_5_mqt.py,64,0.1342251847756311,0.13104533085001105,Dynamic T1
dj_indep_5_mqt.py,65,0.08748748925019391,0.08639872304870201,Dynamic T1
dj_indep_5_mqt.py,66,0.6194736108170061,0.5858361026442013,Dynamic T1
adder_n7_vq.py,67,0.15107202157220703,0.14455015079019076,Dynamic T1
dj_indep_7_mqt.py,68,0.2845224236988151,0.2791892684565102,Dynamic T1
adder_n10_vq.py,69,0.23663221285702432,0.21765163243253755,Dynamic T1
adder_n4_vq.py,70,0.06733559817050626,0.06674629998665702,Dynamic T1
grover_3_vq.py,71,0.07941906054339568,0.07900739322208948,Dynamic T1
grover-v-chain_3_mqt.py,72,0.0979403835591891,0.09699106557951788,Dynamic T1
bv_5_vq.py,73,0.2106340285857933,0.2051881050522963,Dynamic T1
pe_4_mqt.py,74,0.2082708265334088,0.20387675705291786,Dynamic T1
pe_2_vq.py,75,0.1077160051799139,0.10656126506788528,Dynamic T1
shor_mod15_mqt.py,76,0.09210944266628182,0.09113722323456956,Dynamic T1
dj_indep_4_mqt.py,77,0.10392887985131143,0.10298188581423438,Dynamic T1
bv_3_vq.py,78,0.03905159807185875,0.03894217686100024,Dynamic T1
qft_2_mqt.py,79,0.09919569605149417,0.09910149661071048,Dynamic T1
adder_n7_vq.py,80,0.11515233775395366,0.1082355178589346,Dynamic T1
qft_7_vq.py,81,0.1458904954799276,0.14523188732832906,Dynamic T1
pe_5_vq.py,82,0.10975358739554486,0.10908818680125995,Dynamic T1
pe_5_mqt.py,83,0.22900786020022618,0.22410743429074348,Dynamic T1
kickback_7_vq.py,84,0.00821304523734357,0.008212999045053187,Dynamic T1
bv_4_vq.py,85,0.09435158846874389,0.0938229347467441,Dynamic T1
pe_3_mqt.py,86,0.1574461926685722,0.15495615687121383,Dynamic T1
pe_6_vq.py,87,0.18537137504920626,0.18304989521070825,Dynamic T1
qft_6_mqt.py,88,0.14808609547203835,0.14751149280400472,Dynamic T1
bv_9_vq.py,89,0.3807718231382043,0.3514457347296646,Dynamic T1
grover-noancilla_4_mqt.py,90,0.12278615620316942,0.1223846326882795,Dynamic T1
pe_6_mqt.py,91,0.201831195382202,0.19911899434951277,Dynamic T1
qft_4_mqt.py,92,0.16842353878712435,0.16767779036097114,Dynamic T1
qft_3_vq.py,93,0.13737486192454076,0.13681196421874492,Dynamic T1
grover_7_vq.py,94,0.1141248029590498,0.1134990944410972,Dynamic T1
pe_7_mqt.py,95,0.17198276728383172,0.17064558445523775,Dynamic T1
qft_3_mqt.py,96,0.09659271864630038,0.09645990798881346,Dynamic T1
grover-noancilla_3_mqt.py,97,0.1065522606905839,0.1053408881211312,Dynamic T1
grover_9_vq.py,98,0.19110612029964516,0.1817562991805614,Dynamic T1
pe_7_mqt.py,99,0.2738602659445966,0.2701661463134679,Dynamic T1
grover-v-chain_4_mqt.py,100,0.25248765934103806,0.2503601842728131,Dynamic T1
dj_indep_7_mqt.py,1,0.40995234258640856,0.3898419242384839,Quantum Island
grover-v-chain_4_mqt.py,2,0.3198573695429175,0.31522954743900733,Quantum Island
pe_5_mqt.py,3,0.19307221687398377,0.19177261531820708,Quantum Island
qft_3_vq.py,4,0.2764343668531719,0.271763952320513,Quantum Island
qft_7_vq.py,5,0.16986290895409017,0.1682843313206977,Quantum Island
bv_2_vq.py,6,0.07933477329646106,0.07829401612176924,Quantum Island
tsp_indep_5_mqt.py,7,0.09432875678121062,0.09419270764823046,Quantum Island
grover_7_vq.py,8,0.44681616303164007,0.4320279412649348,Quantum Island
qft_2_mqt.py,9,0.10381174605595647,0.10371235621406814,Quantum Island
qwalk-v-chain_3_mqt.py,10,0.20550362607154113,0.20394349134740292,Quantum Island
qwalk-noancilla_3_mqt.py,11,0.26386009093680135,0.2616423192380288,Quantum Island
su2_5_vq.py,12,0.1528124713011105,0.14950741755002445,Quantum Island
bv_4_vq.py,13,0.14255464189257958,0.1407578436517733,Quantum Island
simon_vq.py,14,0.04623039706838946,0.046214091486015026,Quantum Island
tsp_indep_4_mqt.py,15,0.2903499777381377,0.2866275961551279,Quantum Island
qwalk-noancilla_3_mqt.py,16,0.2389455329797234,0.23735401963586014,Quantum Island
grover-noancilla_4_mqt.py,17,0.1404081747350783,0.13996102231585855,Quantum Island
shor_mod21_mqt.py,18,0.06221861356098249,0.062147080999093045,Quantum Island
grover-v-chain_3_mqt.py,19,0.11044732443943987,0.10915606521987485,Quantum Island
qaoa_indep_3_mqt.py,20,0.0708777937584743,0.07076295465368983,Quantum Island
su2random_3_mqt.py,21,0.0788043972658232,0.0787166275470819,Quantum Island
dj_indep_4_mqt.py,22,0.09758494041998667,0.09639686961330421,Quantum Island
pe_6_vq.py,23,0.5763011138404364,0.5468859163999022,Quantum Island
bv_9_vq.py,24,0.5053484004344377,0.47269001647176173,Quantum Island
vqe_indep_4_mqt.py,25,0.15194227228647994,0.15072308151503383,Quantum Island
bv_3_vq.py,26,0.09127296174722024,0.09021799928666027,Quantum Island
bv_3_vq.py,27,0.07646657411694353,0.07542083069588161,Quantum Island
bv_2_vq.py,28,0.0072411952098584585,0.007239527690667168,Quantum Island
pe_6_mqt.py,29,0.14223899939184761,0.14113120243110927,Quantum Island
qft_3_mqt.py,30,0.11452483613249488,0.11433363422338735,Quantum Island
qaoa_indep_5_mqt.py,31,0.09320819870324595,0.09289162107034654,Quantum Island
pe_4_mqt.py,32,0.24261086648496333,0.23369656500034583,Quantum Island
kickback_7_vq.py,33,0.0022631882754552066,0.0022631873079232492,Quantum Island
tsp_indep_4_mqt.py,34,0.09628018731986658,0.09597582171145909,Quantum Island
qft_4_mqt.py,35,0.16708209901002508,0.16624933165297384,Quantum Island
grover-noancilla_3_mqt.py,36,0.22901292643123974,0.22190441313011094,Quantum Island
pe_3_mqt.py,37,0.15730989295846332,0.15367780771349898,Quantum Island
su2_5_vq.py,38,0.13537746757864066,0.13317905038027691,Quantum Island
bv_4_vq.py,39,0.1444518383050202,0.13939203345670464,Quantum Island
qft_2_mqt.py,40,0.07168301448778716,0.07164915352494929,Quantum Island
grover_3_vq.py,41,0.17585463862008935,0.17018545975923402,Quantum Island
pe_2_vq.py,42,0.2837115594370704,0.27089374052893533,Quantum Island
vqe_indep_3_mqt.py,43,0.09198970191437823,0.09147950665298415,Quantum Island
qaoa_indep_5_mqt.py,44,0.07533290746367166,0.07518920852902469,Quantum Island
3_17tc_vq.py,45,0.6741469081967161,0.6308376062543631,Quantum Island
adder_n4_vq.py,46,0.10982814604446646,0.10373537295689172,Quantum Island
qft_6_mqt.py,47,0.17153203260421387,0.1704652022592716,Quantum Island
qwalk-v-chain_5_mqt.py,48,0.12000048095959079,0.11974897483758763,Quantum Island
adder_n4_vq.py,49,0.11158594751280998,0.1089130380306968,Quantum Island
simon_vq.py,50,0.028824753775376955,0.02881957752498127,Quantum Island
vqe_indep_4_mqt.py,51,0.11792942305730297,0.11676516977057529,Quantum Island
shor_mod21_mqt.py,52,0.12211105797473322,0.12174796923366289,Quantum Island
grover_9_vq.py,53,0.24931450266583932,0.24127529938536146,Quantum Island
su2random_3_mqt.py,54,0.030115889837771352,0.030112564103420263,Quantum Island
dj_indep_7_mqt.py,55,0.2505942288459007,0.23656901328527677,Quantum Island
dj_indep_5_mqt.py,56,0.15967380739691842,0.1573637584656667,Quantum Island
vqe_indep_5_mqt.py,57,0.1217431940370093,0.11943046020151604,Quantum Island
adder_n7_vq.py,58,0.5399642099327157,0.5088373856873013,Quantum Island
grover-v-chain_3_mqt.py,59,0.13276817481198042,0.1306391091030805,Quantum Island
tsp_indep_5_mqt.py,60,0.12337784666501654,0.12311440670054989,Quantum Island
vqe_indep_3_mqt.py,61,0.08679296642602823,0.08636261833297626,Quantum Island
qwalk-v-chain_3_mqt.py,62,0.32433586626861194,0.3206415345517993,Quantum Island
pe_2_vq.py,63,0.05779708003190377,0.05731229704375944,Quantum Island
grover-noancilla_4_mqt.py,64,0.32253532058932405,0.3166672489390104,Quantum Island
3_17tc_vq.py,65,0.09280652707174705,0.09237051173152405,Quantum Island
vqe_indep_5_mqt.py,66,0.0811101156649885,0.08005374876702183,Quantum Island
bv_5_vq.py,67,0.25808332462294853,0.24582011160727268,Quantum Island
pe_5_vq.py,68,0.4309090601291047,0.4182197561474168,Quantum Island
shor_mod15_mqt.py,69,0.4320843930631405,0.4109411694251733,Quantum Island
grover-v-chain_4_mqt.py,70,0.3245073401176786,0.319567413232584,Quantum Island
pe_5_vq.py,71,0.21675791405487024,0.2130407230634489,Quantum Island
qaoa_indep_3_mqt.py,72,0.17249896492084668,0.1717479503670516,Quantum Island
grover-noancilla_3_mqt.py,73,0.13242225837504312,0.13091573005783527,Quantum Island
grover_9_vq.py,74,0.4663202706871143,0.44369786483417833,Quantum Island
pe_5_mqt.py,75,0.2592763449384485,0.25260002875758814,Quantum Island
grover_7_vq.py,76,0.14980087815221235,0.14865920138109062,Quantum Island
dj_indep_4_mqt.py,77,0.14908879846779366,0.14598276091929632,Quantum Island
adder_n10_vq.py,78,0.214179298511274,0.2027558459143943,Quantum Island
kickback_7_vq.py,79,0.00862736649706014,0.00862731295804192,Quantum Island
pe_6_mqt.py,80,0.36752309145531575,0.35837512132972166,Quantum Island
bv_5_vq.py,81,0.17621484413594218,0.16713150137407892,Quantum Island
adder_n10_vq.py,82,0.2564417213917457,0.24286981440418343,Quantum Island
grover_3_vq.py,83,0.15216365803418005,0.14871167626663015,Quantum Island
qft_3_vq.py,84,0.19422249972502148,0.19294376439665356,Quantum Island
qft_4_mqt.py,85,0.1759526110399507,0.17498901275431974,Quantum Island
qft_6_mqt.py,86,0.11357023030280737,0.11327853379652984,Quantum Island
qft_7_vq.py,87,0.2354920943903286,0.23271354367239352,Quantum Island
qaoa_indep_4_mqt.py,88,0.1257033245669289,0.1251598699295394,Quantum Island
shor_mod15_mqt.py,89,0.10727109458330977,0.10510611955010972,Quantum Island
dj_indep_5_mqt.py,90,0.6240607066673238,0.5959026013677715,Quantum Island
pe_6_vq.py,91,0.24817923306894565,0.2438391129333802,Quantum Island
qwalk-v-chain_5_mqt.py,92,0.11981827319149738,0.11953416300272285,Quantum Island
pe_4_mqt.py,93,0.26644122599497305,0.2563145942335918,Quantum Island
qaoa_indep_4_mqt.py,94,0.13764127095384848,0.1366736539209867,Quantum Island
qft_3_mqt.py,95,0.1393830873910122,0.1390455983376241,Quantum Island
adder_n7_vq.py,96,0.20937345844251554,0.2014919369219603,Quantum Island
bv_9_vq.py,97,0.4348773769390729,0.40418835877842224,Quantum Island
pe_3_mqt.py,98,0.2144752441960556,0.20605874332036975,Quantum Island
pe_7_mqt.py,99,0.22174238956719802,0.2192992149324982,Quantum Island
pe_7_mqt.py,100,0.2137705607317942,0.2112177708358721,Quantum Island
bv_3_vq.py,1,0.10788141895801519,0.10563530512289747,Time
qwalk-v-chain_3_mqt.py,2,0.29884981809942135,0.29586883452437407,Time
pe_5_vq.py,3,0.21822509690517253,0.2133857771355278,Time
kickback_7_vq.py,4,0.0354613107789867,0.035457512784367616,Time
qft_4_mqt.py,5,0.19936198176426354,0.19776405610994635,Time
tsp_indep_4_mqt.py,6,0.28604547353665466,0.2828654559156348,Time
qft_3_mqt.py,7,0.09431393780719008,0.0941848912491339,Time
grover_7_vq.py,8,0.4139786458890775,0.4012424898235314,Time
grover-v-chain_3_mqt.py,9,0.6248465333978621,0.5900039146784493,Time
pe_4_mqt.py,10,0.41198345486996185,0.4027788759011086,Time
su2random_3_mqt.py,11,0.05220607742040446,0.052184756877676916,Time
grover_3_vq.py,12,0.09922410185967485,0.09895478396568651,Time
qaoa_indep_3_mqt.py,13,0.1747993242238085,0.17233135252317114,Time
tsp_indep_4_mqt.py,14,0.241230841526595,0.23757379471635431,Time
su2_5_vq.py,15,0.4032493114257861,0.3850340109219863,Time
tsp_indep_5_mqt.py,16,0.04021957684431009,0.04021040234486337,Time
pe_5_mqt.py,17,0.35487586293977674,0.34950207936653455,Time
tsp_indep_5_mqt.py,18,0.08571401776667142,0.08560490041678268,Time
shor_mod15_mqt.py,19,0.7602727724258743,0.6986446987420291,Time
qwalk-noancilla_3_mqt.py,20,0.09184773832275231,0.09172202112957492,Time
qwalk-noancilla_3_mqt.py,21,0.08279195575936528,0.08264952482958893,Time
pe_6_mqt.py,22,0.31072372392432374,0.3054012621599669,Time
qft_3_vq.py,23,0.14006312093498724,0.13962250520310318,Time
3_17tc_vq.py,24,0.19919215859572423,0.19671935769489562,Time
3_17tc_vq.py,25,0.24239039346577504,0.24003332674133757,Time
bv_2_vq.py,26,0.32599577339643204,0.314611775233152,Time
qwalk-v-chain_3_mqt.py,27,0.14794484483904938,0.14712190751785859,Time
qft_6_mqt.py,28,0.12782269883304076,0.1272499879929674,Time
pe_6_vq.py,29,0.286451178056769,0.2799886137044483,Time
vqe_indep_4_mqt.py,30,0.5413887829078836,0.5143695221265442,Time
vqe_indep_4_mqt.py,31,0.31043057561896437,0.29829663450703947,Time
simon_vq.py,32,0.053888515964667295,0.0538588935987525,Time
simon_vq.py,33,0.03355102506211215,0.03354300225822134,Time
qft_2_mqt.py,34,0.06699442731332442,0.06696159887249174,Time
qwalk-v-chain_5_mqt.py,35,0.16031238266952672,0.15973824716432294,Time
qaoa_indep_3_mqt.py,36,0.2795188191489388,0.2733241558819479,Time
qft_7_vq.py,37,0.33555831079325904,0.32737719725396414,Time
su2random_3_mqt.py,38,0.1296875795017281,0.129137832824898,Time
grover-v-chain_4_mqt.py,39,0.33003220370866293,0.32227556103981697,Time
grover_9_vq.py,40,0.30041685556100584,0.29016231559467304,Time
dj_indep_7_mqt.py,41,0.5536964082877603,0.529517476206544,Time
qwalk-v-chain_5_mqt.py,42,0.17193093980405919,0.170717061517904,Time
pe_2_vq.py,43,0.14097187112821832,0.13771564116887047,Time
dj_indep_4_mqt.py,44,0.6112180519623631,0.5804049882098897,Time
dj_indep_5_mqt.py,45,0.7133190649265698,0.6598730716469609,Time
bv_9_vq.py,46,0.6223978793507322,0.5734258254103299,Time
dj_indep_7_mqt.py,47,0.5754173026189688,0.5417179813430313,Time
bv_5_vq.py,48,0.6651221342406584,0.6232881917570862,Time
shor_mod21_mqt.py,49,0.25564732502460163,0.252786592290433,Time
pe_6_mqt.py,50,0.38943931598540504,0.382143635832382,Time
adder_n4_vq.py,51,0.28787669748407085,0.2769272503361541,Time
pe_3_mqt.py,52,0.30562051685408054,0.2989396846339777,Time
shor_mod21_mqt.py,53,0.14265543848170106,0.14201621569120404,Time
adder_n4_vq.py,54,0.19918450002370688,0.19439088578631233,Time
adder_n10_vq.py,55,0.3259161647555272,0.30510249711764215,Time
qaoa_indep_5_mqt.py,56,0.3991842902647957,0.3894717412350787,Time
adder_n10_vq.py,57,0.4144812811881169,0.38338510842781975,Time
grover-noancilla_4_mqt.py,58,0.11012216542302769,0.10991725306653392,Time
bv_2_vq.py,59,0.3365135843655416,0.32506804935091016,Time
bv_4_vq.py,60,0.2875989373637357,0.28171382367115705,Time
grover-v-chain_4_mqt.py,61,0.11645848316650557,0.11618432114982852,Time
bv_4_vq.py,62,0.26849441897523835,0.26476900636764084,Time
qaoa_indep_5_mqt.py,63,0.39342013378751434,0.3829832142729986,Time
bv_3_vq.py,64,0.2762109772853003,0.26838835359397156,Time
grover-noancilla_3_mqt.py,65,0.10752884660326417,0.10630331412767915,Time
pe_6_vq.py,66,0.5119903445193592,0.48626618192322824,Time
pe_2_vq.py,67,0.06915883209959775,0.06869520475200379,Time
pe_7_mqt.py,68,0.20870232806347147,0.2049903689068755,Time
grover_3_vq.py,69,0.11228821549995507,0.11118922008215175,Time
qft_3_mqt.py,70,0.05656409943477581,0.05653666701159009,Time
bv_9_vq.py,71,0.37526434054485286,0.3546737139579318,Time
qft_2_mqt.py,72,0.15332951293716324,0.1529110209753486,Time
shor_mod15_mqt.py,73,0.36127566953981255,0.35213693336343194,Time
bv_5_vq.py,74,0.74797038043466,0.6848671471065546,Time
grover-noancilla_4_mqt.py,75,0.2674350390782202,0.2628413708987484,Time
qft_4_mqt.py,76,0.1532860848253683,0.15272209882613147,Time
grover_7_vq.py,77,0.45450860942163757,0.43775769958460564,Time
grover-v-chain_3_mqt.py,78,0.3232953328191684,0.3135242404610344,Time
vqe_indep_3_mqt.py,79,0.13164535223233859,0.13016615260126538,Time
vqe_indep_3_mqt.py,80,0.16372794236150615,0.1612520943159929,Time
adder_n7_vq.py,81,0.26807808057627863,0.25749114379546645,Time
grover_9_vq.py,82,0.4048297451743932,0.38452424487533177,Time
qaoa_indep_4_mqt.py,83,0.4803210482581665,0.4637821986101781,Time
dj_indep_4_mqt.py,84,0.6688408655884138,0.6306957370776839,Time
adder_n7_vq.py,85,0.6342888775622805,0.5910521609726285,Time
su2_5_vq.py,86,0.21124783187532087,0.20527716824435924,Time
grover-noancilla_3_mqt.py,87,0.19395179437261514,0.1908765338812182,Time
pe_4_mqt.py,88,0.13725022320104704,0.13603100261432022,Time
pe_3_mqt.py,89,0.028082144434119563,0.028070571334967584,Time
vqe_indep_5_mqt.py,90,0.33354738731925626,0.3248608379428805,Time
pe_5_vq.py,91,0.5902188318837295,0.5623793674012955,Time
vqe_indep_5_mqt.py,92,0.45973800045049557,0.44206516263377177,Time
qft_7_vq.py,93,0.1510858036825788,0.15033321571506822,Time
dj_indep_5_mqt.py,94,0.3018783864024161,0.2965400222243161,Time
qaoa_indep_4_mqt.py,95,0.10676552560196907,0.10625560487405131,Time
pe_5_mqt.py,96,0.19253794879838748,0.19127773102815193,Time
pe_7_mqt.py,97,0.1731908663543725,0.17194340672864536,Time
qft_6_mqt.py,98,0.17338736309977104,0.17222510236294644,Time
kickback_7_vq.py,99,0.03076371956974092,0.03076124923480295,Time
qft_3_vq.py,100,0.0825194512783875,0.082337617581872,Time
